frame,image load Time,image convertion time,kernel calculation time,image display time 
631,0.107700,0.020800,2.237000,12.913700
632,0.107400,0.025100,2.546900,13.328600
633,0.118400,0.020600,2.596600,12.967700
634,0.149400,0.025600,2.331800,12.482900
635,0.164100,0.033300,2.463900,12.449200
636,0.101600,0.019800,2.276500,13.478500
637,0.107300,0.025100,2.379900,13.475700
638,0.090400,0.023300,2.316400,13.580100
639,0.126900,0.025200,2.420900,13.416200
640,0.107200,0.024400,2.467300,13.394800
641,0.113400,0.024100,2.449400,12.539000
642,0.117900,0.024900,2.398500,13.330000
643,0.096200,0.024100,2.366700,12.631600
644,0.128500,0.025500,2.324700,13.403600
645,0.150700,0.027300,2.365800,13.442300
646,0.114900,0.024100,2.311200,13.548900
647,0.088300,0.025500,2.372900,13.513100
648,0.124200,0.026700,2.368900,12.610800
649,0.105900,0.025100,2.378500,13.411000
650,0.132500,0.023600,2.287000,13.496500
651,0.110100,0.025000,2.357900,13.487700
652,0.091100,0.024200,2.453200,13.456200
653,0.162700,0.033200,2.427800,13.346400
654,0.157400,0.023700,2.522600,12.471200
655,0.124200,0.024200,2.402000,13.270900
656,0.107400,0.025000,2.355300,13.514200
657,0.097100,0.018900,2.245800,13.637500
658,0.107400,0.021000,2.241000,13.624200
659,0.097100,0.024500,2.504500,13.373400
660,0.115200,0.023600,2.432600,13.429400
661,0.102400,0.020400,2.355900,13.503900
662,0.111800,0.024400,2.317500,12.681000
663,0.111700,0.026400,2.420700,13.300400
664,0.101500,0.022900,2.346100,13.540600
665,0.116000,0.027100,2.364400,13.495300
666,0.109100,0.025000,2.684800,12.185800
667,0.133500,0.028300,2.601000,13.329800
668,0.079200,0.018900,2.230900,13.574200
669,0.113000,0.026200,2.457600,13.401100
670,0.125300,0.029000,2.379400,13.490300
671,0.136300,0.025500,2.343900,13.435900
672,0.089700,0.019000,2.344800,13.542500
673,0.086100,0.023600,2.368000,13.518400
674,0.148000,0.022300,2.503900,13.327700
675,0.114300,0.021600,2.248400,13.601700
676,0.113000,0.024900,2.377800,13.485100
677,0.107300,0.025000,2.374000,13.489600
678,0.117700,0.024100,2.460000,13.399500
679,0.112500,0.024900,2.472500,13.354800
680,0.095400,0.023900,2.478400,12.445000
681,0.201100,0.037700,2.357300,13.386500
682,0.124800,0.025100,2.354300,12.566200
683,0.219300,0.024700,2.322600,13.357100
684,0.146000,0.027800,2.351100,13.466900
685,0.091200,0.023900,2.448000,13.432900
686,0.115800,0.025700,2.334400,13.529400
687,0.119400,0.022600,2.248100,13.246500
688,0.115600,0.021000,2.266600,13.610300
689,0.098600,0.024100,2.426700,13.459000
690,0.125900,0.023600,2.358200,13.502300
691,0.106600,0.024300,2.453800,12.616400
692,0.138400,0.028100,2.426200,13.419700
693,0.121500,0.023700,2.403400,13.458800
694,0.123700,0.024000,2.347700,13.520700
695,0.122700,0.025200,2.381300,13.476800
696,0.092900,0.019500,2.276800,13.631200
697,0.113700,0.023700,2.777700,13.098600
698,0.114400,0.025600,2.547100,13.316700
699,0.125500,0.021800,2.292500,12.584000
700,0.183100,0.025100,2.347200,13.438600
701,0.113600,0.026200,2.354700,13.462200
702,0.101100,0.025200,2.399600,12.485800
703,0.164500,0.024500,2.355100,13.436300
704,0.137400,0.024100,2.371900,13.472400
705,0.108200,0.025300,2.371600,12.611800
706,0.113800,0.024600,2.412800,13.322200
707,0.108400,0.024100,2.452300,13.410800
708,0.107800,0.025000,2.367400,13.504600
709,0.164000,0.030000,2.347700,12.958600
710,0.094300,0.023600,2.458700,13.443700
711,0.097700,0.025500,2.467800,13.410300
712,0.121300,0.023800,2.445400,12.846500
713,0.144400,0.030900,2.458800,12.936900
714,0.113300,0.019600,2.265600,13.586600
715,0.089800,0.024200,2.616800,13.154700
716,0.106700,0.024000,2.635700,12.804500
717,0.096200,0.028400,2.481800,13.401100
718,0.134300,0.025700,2.365400,13.459000
719,0.118600,0.024700,2.478900,13.369700
720,0.094600,0.023900,2.359800,12.667500
721,0.195400,0.028700,2.266800,13.490500
722,0.109500,0.025000,2.336900,13.398300
723,0.091600,0.024100,2.381700,13.497100
724,0.162900,0.026800,2.378900,12.564700
725,0.102500,0.019700,2.237300,13.505000
726,0.111200,0.022400,2.259800,13.598700
727,0.096300,0.024900,2.520300,13.348300
728,0.088300,0.023400,2.330100,13.570500
729,0.137200,0.026300,2.355300,13.472900
730,0.113400,0.026300,2.366500,13.484800
731,0.083900,0.023700,2.378200,13.516500
732,0.119600,0.021600,2.285600,13.579800
733,0.094100,0.023900,2.357500,13.516200
734,0.154500,0.025200,2.271800,13.168000
735,0.104000,0.019700,2.272500,13.611900
736,0.103900,0.023400,2.429000,12.799000
737,0.109800,0.026000,2.508400,13.202500
738,0.112400,0.027100,2.396200,12.607000
739,0.125300,0.024600,2.572300,13.273100
740,0.108800,0.025800,2.340600,13.518500
741,0.091100,0.023400,2.468800,13.415200
742,0.157800,0.027800,2.333700,13.485100
743,0.135200,0.025000,2.465600,13.356900
744,0.109000,0.024400,2.427000,13.446600
745,0.112500,0.024900,2.364000,13.548800
746,0.117200,0.024500,2.351200,13.522800
747,0.121300,0.025500,2.455800,13.315600
748,0.092300,0.024400,2.470800,12.730600
749,0.101000,0.019600,2.589800,12.287400
750,0.120800,0.024700,2.312900,13.238700
751,0.145500,0.030200,2.363000,13.437800
752,0.098400,0.024500,2.342700,13.533400
753,0.107800,0.024100,2.327200,13.054400
754,0.138700,0.023600,2.587600,12.733200
755,0.110300,0.025500,2.348000,12.633800
756,0.096400,0.024200,2.324900,13.427000
757,0.085100,0.024100,2.371200,12.644700
758,0.175800,0.034000,2.300000,12.917100
759,0.099400,0.023300,2.556100,12.762300
760,0.123100,0.027200,2.349000,13.072000
761,0.095100,0.024600,2.766800,12.534000
762,0.108900,0.024200,2.452300,12.546000
763,0.092200,0.020600,2.246600,13.498700
764,0.141400,0.026600,2.344500,12.617200
765,0.097200,0.024500,2.338100,13.404600
766,0.118600,0.024800,2.349300,13.078400
767,0.153300,0.028500,2.624200,12.619700
768,0.099700,0.019500,2.373500,13.502900
769,0.127400,0.031600,2.377700,13.452400
770,0.098500,0.025900,2.516800,13.368300
771,0.116800,0.025300,2.352000,13.497300
772,0.108200,0.025200,2.431000,12.433400
773,0.099900,0.024100,2.438200,12.432900
774,0.127400,0.024200,2.344100,13.508200
775,0.099900,0.024100,2.477800,13.399100
776,0.129900,0.026200,2.331500,13.513800
777,0.137200,0.028000,2.349800,13.481300
778,0.108100,0.024300,2.346000,13.511500
779,0.117700,0.025900,2.447700,13.392700
780,0.106000,0.026600,2.332300,13.537100
781,0.115900,0.024100,2.445400,13.403200
782,0.096100,0.019200,2.339000,13.555200
783,0.122200,0.027000,2.360300,12.599900
784,0.115700,0.024000,2.344500,13.401100
785,0.116100,0.020700,2.250700,13.126000
786,0.082000,0.018800,2.264900,13.652200
787,0.112900,0.024400,2.412400,13.455900
788,0.110700,0.024500,2.626600,12.689800
789,0.113000,0.019700,2.375400,13.480400
790,0.136000,0.027400,2.345700,13.508400
791,0.136200,0.026200,2.443500,13.363900
792,0.138900,0.025900,2.333900,12.630800
793,0.105300,0.021000,2.256000,13.475000
794,0.125800,0.023800,2.451700,13.399800
795,0.094200,0.024200,2.354900,13.522900
796,0.110800,0.024600,2.363800,13.508000
797,0.107500,0.025400,2.362400,13.503500
798,0.143100,0.030100,2.368700,13.443600
799,0.097300,0.023600,2.319700,12.685000
800,0.113400,0.022500,2.261700,13.618400
801,0.118800,0.024700,2.427200,13.270400
802,0.119100,0.024300,2.347300,13.536100
803,0.098800,0.021200,2.343100,13.509100
804,0.135400,0.021600,2.220100,13.611500
805,0.100500,0.024700,2.501600,13.373700
806,0.150900,0.021700,2.264400,13.557000
807,0.089100,0.023600,2.352400,13.503700
808,0.110000,0.025600,2.364400,13.547300
809,0.096300,0.023700,2.469400,12.510400
810,0.086700,0.018800,2.253000,13.525100
811,0.132700,0.024200,2.358300,12.640500
812,0.090300,0.024100,2.338600,13.387100
813,0.121000,0.026800,2.360300,13.486200
814,0.237700,0.046300,2.279400,12.558300
815,0.108600,0.024500,2.338100,13.390300
816,0.132100,0.025000,2.361000,12.616700
817,0.117100,0.026200,2.357000,13.355600
818,0.094200,0.020400,2.243200,12.771800
819,0.109500,0.019900,2.250700,13.516100
820,0.095300,0.024200,2.473200,12.553100
821,0.098300,0.025900,2.337000,13.540400
822,0.135200,0.026300,2.325500,13.534900
823,0.206700,0.036500,2.384000,12.152100
824,0.130100,0.024900,2.390000,12.465400
825,0.106700,0.024400,2.377700,12.600300
826,0.120000,0.023700,2.340700,13.397000
827,0.113000,0.019800,2.248200,12.778600
828,0.101300,0.023900,2.321800,13.384800
829,0.100200,0.024400,2.319600,13.552600
830,0.126000,0.026500,2.352500,13.487000
831,0.112700,0.024900,2.492200,13.369500
832,0.136600,0.026500,2.348400,12.607700
833,0.104000,0.024500,2.419100,13.322400
834,0.142700,0.024000,2.333200,13.512300
835,0.109900,0.024800,2.347500,12.501900
836,0.116900,0.025600,2.365300,13.031000
837,0.113400,0.024600,2.472800,13.396900
838,0.142200,0.026000,2.568700,13.269200
839,0.090600,0.019300,2.255500,13.641700
840,0.134300,0.025400,2.262600,12.994800
841,0.093600,0.024100,2.371400,12.632500
842,0.143300,0.022100,2.265500,12.447400
843,0.195300,0.035100,2.302300,13.031900
844,0.147900,0.024800,2.444100,12.811600
845,0.113100,0.025000,2.317500,13.538400
846,0.108300,0.025800,2.387700,13.473800
847,0.102000,0.024400,2.475000,13.404100
848,0.117800,0.025300,2.493300,12.483900
849,0.113100,0.026600,2.320800,12.393400
850,0.084300,0.024100,2.363500,12.661700
851,0.108300,0.024800,2.304700,13.426800
852,0.099800,0.020100,2.247500,13.635700
853,0.120400,0.024300,2.365500,13.010700
854,0.106200,0.024200,2.458600,12.879900
855,0.089100,0.023400,2.343700,13.554400
856,0.124400,0.026100,2.361000,13.491900
857,0.131600,0.022900,2.502900,13.439700
858,0.121700,0.024000,2.422100,13.305600
859,0.094400,0.020200,2.233400,13.643100
860,0.099700,0.024800,2.386200,13.499000
861,0.152900,0.027100,2.355600,13.449800
862,0.114000,0.024700,2.348700,12.641800
863,0.094500,0.024700,2.345700,12.402800
864,0.117400,0.024300,2.486200,12.507600
865,0.114000,0.025100,2.433900,12.426700
866,0.134700,0.025400,2.551800,13.151000
867,0.110900,0.020100,2.341200,13.523700
868,0.131700,0.025600,2.365400,13.559200
869,0.112300,0.026400,2.340500,13.422700
870,0.105500,0.024600,2.318000,12.554200
871,0.088600,0.024000,2.372000,13.513900
872,0.130500,0.025700,2.387000,12.540900
873,0.104100,0.024200,2.388400,13.498300
874,0.138300,0.024700,2.697100,13.155200
875,0.141900,0.027100,2.474000,13.233200
876,0.127600,0.025600,2.530800,13.308400
877,0.124600,0.026700,2.409000,13.424800
878,0.119500,0.021100,2.252500,12.736800
879,0.100300,0.024500,2.339300,13.409300
880,0.097200,0.024200,2.367100,12.631400
881,0.099700,0.023800,2.329200,13.424800
882,0.145000,0.023500,2.366900,13.480700
883,0.131700,0.026200,2.482400,13.351300
884,0.127600,0.024100,2.370100,13.444400
885,0.091400,0.023700,2.351000,13.529300
886,0.122200,0.020700,2.286100,13.568100
887,0.094200,0.024700,2.486800,13.390900
888,0.098200,0.024100,2.379200,13.511200
889,0.107300,0.020800,2.368100,13.487600
890,0.094000,0.023400,2.359900,13.533500
891,0.149900,0.036700,2.368200,13.434900
892,0.104600,0.023400,2.479400,13.384200
893,0.111000,0.025300,2.473500,13.388600
894,0.158000,0.025200,2.476500,12.917900
895,0.112800,0.019900,2.245800,13.128500
896,0.103900,0.024300,2.328200,12.441800
897,0.082800,0.024300,2.471300,12.545000
898,0.106600,0.024800,2.322000,12.423900
899,0.104800,0.024700,2.605600,12.384500
900,0.138500,0.026100,2.349900,13.372700
901,0.116700,0.023200,2.327000,13.512800
902,0.095200,0.020400,2.254800,12.632200
903,0.088700,0.023400,2.369100,13.518600
904,0.141400,0.025000,2.484200,13.347500
905,0.110100,0.023200,2.466700,13.427000
906,0.082900,0.019000,2.253700,12.879300
907,0.100300,0.020800,2.529200,12.978500
908,0.109900,0.024600,2.378600,13.519400
909,0.129100,0.026500,2.517900,12.545800
910,0.106600,0.024300,2.345700,13.352000
911,0.092200,0.023600,2.338700,12.676400
912,0.116700,0.025900,2.329800,12.814100
913,0.096900,0.023700,2.538500,12.655200
914,0.141200,0.024100,2.423000,13.429300
915,0.120800,0.026100,2.544900,12.682000
916,0.135000,0.035500,2.312600,13.391600
917,0.138700,0.027300,2.340500,13.467100
918,0.079000,0.018900,2.254900,13.650800
919,0.110600,0.024400,2.381200,13.249900
920,0.111500,0.021100,2.247200,12.854100
921,0.122500,0.021500,2.365400,13.471600
922,0.082900,0.024000,2.348300,13.601700
923,0.129500,0.026400,2.333900,13.449800
924,0.110600,0.019100,2.258400,13.629200
925,0.106400,0.021400,2.314600,13.529000
926,0.110900,0.020900,2.278800,13.591300
927,0.099600,0.023900,2.340100,12.666100
928,0.127700,0.024100,2.299600,13.416800
929,0.092700,0.024100,2.352100,12.699300
930,0.133600,0.025400,2.337200,13.618400
931,0.205700,0.042800,2.405500,13.362700
932,0.094600,0.024400,2.617900,13.279600
933,0.129400,0.026900,2.472200,13.039200
934,0.185700,0.033300,2.376500,12.522800
935,0.109400,0.023400,2.335400,13.407600
936,0.113200,0.025500,2.385800,12.769800
937,0.124100,0.025600,2.513500,13.022100
938,0.101500,0.024500,2.368900,13.604100
939,0.125100,0.023600,2.406100,13.345800
940,0.139800,0.025200,2.345700,13.496000
941,0.134000,0.025100,2.378700,13.466300
942,0.193200,0.023500,2.284900,13.472300
943,0.091300,0.024100,2.478600,13.399500
944,0.136500,0.025000,2.393700,13.446800
945,0.112900,0.024100,2.503400,13.366800
946,0.135700,0.023000,2.277000,13.677900
947,0.124100,0.025500,2.342300,13.372400
948,0.096400,0.023900,2.378500,12.635800
949,0.179500,0.027800,2.326700,13.316800
950,0.099800,0.024000,2.374600,13.512900
951,0.141300,0.023900,2.439800,13.373100
952,0.096700,0.024100,2.375600,13.511900
953,0.107300,0.025000,2.357700,13.498400
954,0.119500,0.019500,2.293900,12.743700
955,0.102800,0.024300,2.344200,13.345700
956,0.105400,0.023000,2.367800,13.515600
957,0.119800,0.025700,2.325100,13.532200
958,0.112200,0.021500,2.283200,13.591800
959,0.165100,0.028100,2.361900,13.411400
960,0.101100,0.020000,2.255500,13.620200
961,0.099800,0.024600,2.369900,13.483600
962,0.100400,0.025400,2.367600,13.520800
963,0.129700,0.030800,2.333000,12.617300
964,0.107100,0.024000,2.333900,13.412000
965,0.132800,0.026600,2.351500,12.603700
966,0.098600,0.024200,2.320900,13.434000
967,0.137500,0.027500,2.390700,13.435800
968,0.114300,0.025500,2.380900,13.480400
969,0.092400,0.024300,2.530700,13.349100
970,0.158800,0.031000,2.423700,13.401800
971,0.107400,0.025800,2.488900,13.356100
972,0.116800,0.025900,2.352900,13.522200
973,0.127900,0.026600,2.364000,13.481300
974,0.133700,0.026000,2.343200,13.467200
975,0.113000,0.025600,2.473200,12.511700
976,0.127600,0.026900,2.346500,13.365400
977,0.104700,0.024000,2.493200,12.498900
978,0.111200,0.025200,2.315700,13.422100
979,0.105700,0.024500,2.450700,13.411800
980,0.093100,0.024300,2.380500,13.504100
981,0.091600,0.023500,2.344600,13.530400
982,0.110100,0.018800,2.264100,12.608200
983,0.119200,0.025000,2.415000,12.566700
984,0.150200,0.025700,2.337100,13.509800
985,0.144000,0.029400,2.499900,13.168100
986,0.088500,0.019900,2.234100,12.656100
987,0.091300,0.024800,2.388600,12.491500
988,0.103000,0.024800,2.332300,13.542900
989,0.104000,0.024500,2.379900,13.481900
990,0.088600,0.023900,2.496800,13.404700
991,0.128300,0.032300,2.669200,12.283900
992,0.107100,0.025200,2.493900,13.246100
993,0.127700,0.027300,2.382800,12.576400
994,0.168100,0.023400,2.300500,13.385300
995,0.129500,0.027500,2.465000,12.380700
996,0.094800,0.023600,2.470000,13.402200
997,0.099600,0.024400,2.367400,13.499100
998,0.098700,0.019400,2.259400,12.636800
999,0.114200,0.020000,2.245100,12.731100
1000,0.105500,0.025100,2.331900,13.534900
1001,0.097900,0.024500,2.500800,13.246400
1002,0.126400,0.026600,2.364600,12.779300
1003,0.106900,0.024000,2.527600,13.031700
1004,0.171000,0.029500,2.410000,13.429300
1005,0.109600,0.025300,2.502400,13.315700
1006,0.095900,0.019500,2.217200,13.668400
1007,0.092700,0.024100,2.482900,12.521300
1008,0.107100,0.024900,2.372500,13.370800
1009,0.125800,0.024600,2.358300,12.612100
1010,0.134100,0.025900,2.354100,13.357300
1011,0.094700,0.020500,2.340100,13.534700
1012,0.105100,0.024500,2.368800,13.501900
1013,0.096100,0.023800,2.347600,12.527600
1014,0.120500,0.022800,2.318900,13.547900
1015,0.098700,0.024300,2.499800,12.369800
1016,0.117600,0.026300,2.485000,13.492200
1017,0.099500,0.024300,2.333000,12.804500
1018,0.109200,0.024000,2.672000,12.807900
1019,0.135700,0.028700,2.377900,13.444600
1020,0.101500,0.024300,2.487200,13.384500
1021,0.107000,0.024800,2.349600,13.512100
1022,0.096500,0.023300,2.336100,13.553700
1023,0.099600,0.024500,2.343500,12.646100
1024,0.134800,0.024500,2.356300,13.352200
1025,0.123000,0.024200,2.468300,12.513200
1026,0.119200,0.024200,2.317400,13.421100
1027,0.112200,0.026000,2.373300,13.469000
1028,0.084800,0.023900,2.362100,13.540700
1029,0.187100,0.032600,2.457000,13.306100
1030,0.093800,0.023400,2.335400,13.554900
1031,0.100100,0.025200,2.356700,12.634300
1032,0.088800,0.023800,2.353600,12.556800
1033,0.207500,0.033300,2.370800,13.233600
1034,0.120300,0.020000,2.259100,12.599800
1035,0.102000,0.024300,2.506800,12.368600
1036,0.111400,0.022200,2.316900,13.543300
1037,0.103100,0.020600,2.255200,12.623400
1038,0.112300,0.025600,2.378100,13.503000
1039,0.123300,0.026900,2.466700,13.469400
1040,0.117500,0.026700,2.344100,13.379800
1041,0.076700,0.023400,2.356900,12.669800
1042,0.100100,0.024300,2.323300,13.423800
1043,0.106400,0.025100,2.370900,12.662400
1044,0.100000,0.024300,2.330200,13.371500
1045,0.086900,0.023300,2.464100,12.422800
1046,0.102100,0.025100,2.345500,12.530000
1047,0.099700,0.019000,2.341200,12.530900
1048,0.098300,0.024300,2.343900,12.538900
1049,0.093300,0.024000,2.353000,13.541700
