frame,image load Time,image convertion time,kernel calculation time,image display time 
79,0.051800,0.018200,0.531100,0.000000
80,0.051000,0.018300,0.541800,0.000000
81,0.050800,0.018300,0.534200,0.000100
82,0.051500,0.018400,0.528400,0.000000
83,0.049100,0.018200,0.532500,0.000000
84,0.061400,0.018300,0.528900,0.000000
85,0.049500,0.018200,0.529500,0.000000
86,0.050200,0.018100,0.532800,0.000000
87,0.049900,0.018100,0.529000,0.000000
88,0.048200,0.018200,0.529700,0.000000
89,0.050600,0.019000,0.528400,0.000000
90,0.048700,0.018400,0.533600,0.000100
91,0.047800,0.018300,0.528200,0.000100
92,0.048100,0.018300,0.525100,0.000000
93,0.046700,0.018000,0.527900,0.000100
94,0.057100,0.018000,0.522800,0.000000
95,0.047000,0.018100,0.523900,0.000000
96,0.046700,0.018100,0.526900,0.000000
97,0.047600,0.018400,0.559600,0.000000
98,0.050900,0.018200,0.533500,0.000000
99,0.056600,0.018900,0.526500,0.000100
100,0.069900,0.018400,0.530900,0.000000
101,0.048200,0.018100,0.525400,0.000100
102,0.049700,0.018400,0.526200,0.000100
103,0.049600,0.018200,0.525400,0.000000
104,0.059600,0.018300,0.531800,0.000000
105,0.049700,0.018500,0.531900,0.000000
106,0.050100,0.018400,0.531200,0.000000
107,0.049700,0.018400,0.531400,0.000000
108,0.050800,0.018400,0.530900,0.000000
109,0.051100,0.018400,0.531800,0.000000
110,0.058000,0.018400,0.536800,0.000000
111,0.054000,0.018500,0.532300,0.000000
112,0.063700,0.018300,0.544000,0.000000
113,0.054500,0.018700,0.528300,0.000100
114,0.061600,0.018300,0.528000,0.000100
115,0.051600,0.018200,0.534800,0.000000
116,0.048400,0.018300,0.528100,0.000100
117,0.093300,0.018400,0.530200,0.000000
118,0.050300,0.018300,0.528500,0.000000
119,0.051000,0.018300,0.534200,0.000100
120,0.057600,0.018400,0.528700,0.000000
121,0.052100,0.018300,0.556100,0.000000
122,0.063800,0.018500,0.543100,0.000100
123,0.052200,0.018200,0.554000,0.000000
124,0.068000,0.019400,0.537100,0.000000
125,0.052900,0.018300,0.535600,0.000000
126,0.052200,0.018200,0.541900,0.000000
127,0.051100,0.019000,0.536500,0.000000
128,0.059100,0.018400,0.535800,0.000100
129,0.052600,0.018400,0.537800,0.000000
130,0.049800,0.018200,0.545800,0.000000
131,0.050700,0.018500,0.545800,0.000000
132,0.050800,0.018300,0.543000,0.000000
133,0.056100,0.018300,0.538400,0.000000
134,0.066400,0.018300,0.540100,0.000000
135,0.051500,0.018300,0.543800,0.000000
136,0.057500,0.018400,0.541400,0.000000
137,0.051000,0.018500,0.537900,0.000100
138,0.050700,0.018400,0.544900,0.000000
139,0.049400,0.018400,0.545900,0.000100
140,0.049800,0.018400,0.539300,0.000000
141,0.048800,0.018400,0.550700,0.000100
142,0.047900,0.018200,0.538300,0.000000
143,0.048900,0.018200,0.537800,0.000000
144,0.064500,0.018200,0.535800,0.000000
145,0.048600,0.018200,0.537600,0.000000
146,0.054700,0.018200,0.537000,0.000100
147,0.047800,0.018300,0.540600,0.000000
148,0.048000,0.018300,0.540400,0.000000
149,0.048200,0.018200,0.547600,0.000100
150,0.058700,0.018400,0.547200,0.000000
151,0.048800,0.018300,0.539600,0.000000
152,0.048500,0.018100,0.535400,0.000000
153,0.047700,0.018100,0.536800,0.000100
154,0.062300,0.018200,0.534400,0.000000
155,0.048100,0.018400,0.541000,0.000000
156,0.053200,0.018300,0.540700,0.000000
157,0.054200,0.018300,0.543100,0.000000
158,0.052600,0.018400,0.545600,0.000000
159,0.050200,0.018300,0.542400,0.000000
160,0.048800,0.018400,0.548500,0.000000
161,0.050100,0.018400,0.546600,0.000000
162,0.049500,0.018400,0.539200,0.000100
163,0.051600,0.018300,0.536200,0.000100
164,0.069100,0.018400,0.540000,0.000100
165,0.049000,0.018300,0.545700,0.000100
166,0.049000,0.018200,0.537600,0.000000
167,0.049200,0.018300,0.539100,0.000000
168,0.048600,0.018300,0.538600,0.000000
169,0.048800,0.018300,0.536500,0.000100
170,0.048300,0.018200,0.535600,0.000100
171,0.046500,0.018200,0.540600,0.000000
172,0.047300,0.018200,0.538900,0.000000
173,0.047800,0.018200,0.534600,0.000000
174,0.062300,0.018300,0.536600,0.000000
175,0.055000,0.018300,0.537700,0.000100
176,0.046700,0.018200,0.550700,0.000000
177,0.048100,0.018300,0.548800,0.000000
178,0.054400,0.022700,0.708600,0.000000
179,0.065000,0.019300,0.540300,0.000000
180,0.052700,0.018500,0.540800,0.000000
181,0.053000,0.018300,0.535300,0.000000
182,0.052400,0.018300,0.535600,0.000100
183,0.052500,0.018400,0.539000,0.000000
184,0.076000,0.018400,0.535800,0.000100
185,0.054700,0.018400,0.538300,0.000000
186,0.054400,0.018400,0.534200,0.000000
187,0.055400,0.018200,0.538600,0.000000
188,0.053000,0.018200,0.544500,0.000000
189,0.052700,0.018300,0.532900,0.000100
190,0.060900,0.018300,0.539400,0.000000
191,0.055000,0.018200,0.540300,0.000100
192,0.054200,0.018300,0.534300,0.000000
193,0.052900,0.018200,0.535900,0.000000
194,0.073400,0.018400,0.537000,0.000000
195,0.054300,0.018300,0.535300,0.000000
196,0.052600,0.018300,0.533900,0.000000
197,0.052700,0.018400,0.538100,0.000000
198,0.052800,0.018400,0.539300,0.000000
199,0.052300,0.018400,0.538200,0.000000
200,0.054700,0.018400,0.546100,0.000100
201,0.056600,0.018500,0.541300,0.000100
202,0.083200,0.023200,0.542700,0.000000
203,0.054800,0.018500,0.538300,0.000100
204,0.074600,0.018500,0.540300,0.000000
205,0.053700,0.018500,0.540400,0.000100
206,0.052200,0.018500,0.550100,0.000000
207,0.053200,0.018500,0.543200,0.000000
208,0.051700,0.018500,0.554600,0.000000
209,0.052400,0.018600,0.541100,0.000000
210,0.052000,0.020800,0.549200,0.000100
211,0.054200,0.018600,0.544000,0.000000
212,0.072900,0.018600,0.541500,0.000000
213,0.057400,0.018500,0.545500,0.000000
214,0.075800,0.018700,0.550100,0.000000
215,0.054200,0.018500,0.538900,0.000100
216,0.052600,0.018500,0.533600,0.000000
217,0.052600,0.018000,0.534500,0.000000
218,0.051300,0.018400,0.539800,0.000000
219,0.051300,0.018400,0.546400,0.000000
220,0.051200,0.018500,0.541000,0.000100
221,0.049400,0.018500,0.544700,0.000000
222,0.050900,0.018500,0.540800,0.000000
223,0.052000,0.018400,0.539000,0.000100
224,0.066600,0.018300,0.537100,0.000000
225,0.049500,0.018400,0.537200,0.000000
226,0.048800,0.018600,0.537800,0.000000
227,0.049100,0.018400,0.537100,0.000100
228,0.057900,0.018900,0.549200,0.000000
229,0.051000,0.018300,0.538900,0.000000
230,0.051000,0.018300,0.548300,0.000000
231,0.049600,0.018500,0.532900,0.000000
232,0.049700,0.018300,0.536500,0.000100
233,0.049000,0.018300,0.534000,0.000000
234,0.066900,0.018300,0.539100,0.000100
235,0.053700,0.020800,0.741100,0.000100
236,0.132800,0.031300,0.781900,0.000100
237,0.059300,0.018500,0.541000,0.000100
238,0.059800,0.018900,0.537300,0.000100
239,0.058900,0.018800,0.536600,0.000000
240,0.053400,0.018300,0.541800,0.000100
241,0.053300,0.018200,0.534400,0.000000
242,0.052400,0.018300,0.539600,0.000100
243,0.052800,0.018300,0.536100,0.000000
244,0.078300,0.018300,0.533600,0.000100
245,0.058400,0.018200,0.537600,0.000100
246,0.060800,0.018300,0.544200,0.000000
247,0.058400,0.018300,0.541100,0.000000
248,0.053500,0.018300,0.542500,0.000000
249,0.053900,0.018400,0.540500,0.000100
250,0.052200,0.018300,0.539400,0.000000
251,0.052600,0.018400,0.543000,0.000000
252,0.052300,0.018400,0.546500,0.000000
253,0.051800,0.018400,0.867900,0.000000
254,0.122300,0.023500,0.912200,0.000000
255,0.079400,0.022100,0.904700,0.000100
256,0.079900,0.022000,0.907400,0.000000
257,0.078700,0.023000,0.902600,0.000000
258,0.083400,0.023800,0.714300,0.000000
259,0.053500,0.018600,0.536500,0.000100
260,0.052600,0.018300,0.541400,0.000000
261,0.050900,0.018500,0.537200,0.000000
262,0.059900,0.018200,0.537600,0.000000
263,0.050300,0.018100,0.537900,0.000000
264,0.059500,0.018200,0.539100,0.000000
265,0.051000,0.018300,0.537500,0.000000
266,0.076100,0.018300,0.537800,0.000000
267,0.053000,0.018400,0.536300,0.000100
268,0.052100,0.018300,0.538500,0.000000
269,0.051200,0.018300,0.536600,0.000000
270,0.050300,0.018300,0.535400,0.000000
271,0.058800,0.018300,0.539100,0.000000
272,0.049900,0.018300,0.539100,0.000100
273,0.049600,0.018200,0.540300,0.000000
274,0.059500,0.018200,0.558800,0.000000
275,0.052800,0.018600,0.536700,0.000000
276,0.059800,0.018400,0.546800,0.000000
277,0.053500,0.018300,0.538500,0.000000
278,0.063000,0.018200,0.538700,0.000000
279,0.052100,0.018300,0.557700,0.000000
280,0.051500,0.018300,0.537400,0.000000
281,0.052300,0.018300,0.543100,0.000100
282,0.050300,0.018300,0.538200,0.000000
283,0.048700,0.018300,0.536900,0.000000
284,0.060000,0.018200,0.541200,0.000000
285,0.048800,0.018100,0.532900,0.000000
286,0.054500,0.018300,0.540300,0.000100
287,0.059500,0.018200,0.535100,0.000000
288,0.052800,0.018100,0.539300,0.000000
289,0.051600,0.018300,0.539000,0.000000
290,0.050200,0.018200,0.529300,0.000000
291,0.048800,0.018300,0.534000,0.000000
292,0.048800,0.018200,0.540600,0.000000
293,0.048100,0.018100,0.540100,0.000000
294,0.058000,0.018100,0.532000,0.000100
295,0.047900,0.018100,0.530900,0.000000
296,0.047400,0.018100,0.528600,0.000000
297,0.050000,0.018200,0.542300,0.000000
298,0.047900,0.018100,0.532700,0.000000
299,0.048000,0.018100,0.534600,0.000000
300,0.048100,0.018000,0.540600,0.000000
301,0.062400,0.018100,0.533800,0.000000
302,0.049200,0.018200,0.538100,0.000000
303,0.048900,0.018200,0.534100,0.000000
304,0.068600,0.018300,0.536500,0.000000
305,0.046800,0.018100,0.532900,0.000100
306,0.047300,0.018200,0.538100,0.000000
307,0.047000,0.018200,0.529100,0.000000
308,0.047400,0.018200,0.526000,0.000000
309,0.048300,0.018100,0.533400,0.000100
310,0.048800,0.018000,0.532100,0.000000
311,0.057500,0.018000,0.534800,0.000000
312,0.050700,0.018100,0.532400,0.000000
313,0.051000,0.018100,0.527000,0.000000
314,0.061000,0.018100,0.528300,0.000000
315,0.048400,0.018200,0.533900,0.000100
316,0.049300,0.018200,0.527400,0.000000
317,0.048200,0.018000,0.525800,0.000000
318,0.048200,0.018100,0.527800,0.000000
319,0.049200,0.018900,0.526500,0.000100
320,0.047700,0.018100,0.523300,0.000000
321,0.057000,0.018200,0.523100,0.000000
322,0.053000,0.018300,0.530000,0.000100
323,0.055000,0.018100,0.524600,0.000100
324,0.072100,0.018200,0.525100,0.000000
325,0.049400,0.018100,0.525400,0.000000
326,0.049100,0.018300,0.531200,0.000100
327,0.049300,0.018100,0.540900,0.000000
328,0.049300,0.018300,0.526500,0.000000
329,0.050700,0.020400,0.529300,0.000000
330,0.050000,0.018200,0.526400,0.000100
331,0.047500,0.018200,0.525400,0.000000
332,0.049300,0.018200,0.525600,0.000000
333,0.051100,0.018200,0.530600,0.000000
334,0.077600,0.022800,0.524800,0.000100
335,0.052800,0.018200,0.528700,0.000100
336,0.053800,0.018200,0.527600,0.000000
337,0.050300,0.018400,0.534800,0.000000
338,0.049100,0.018300,0.529300,0.000100
339,0.047900,0.018800,0.527000,0.000000
340,0.049400,0.018100,0.532900,0.000000
341,0.050200,0.018400,0.527500,0.000000
342,0.049300,0.018200,0.528300,0.000100
343,0.049200,0.018200,0.531600,0.000100
344,0.099300,0.018200,0.527700,0.000000
345,0.056500,0.018300,0.534100,0.000000
346,0.054700,0.018300,0.533100,0.000000
347,0.052700,0.018100,0.530000,0.000000
348,0.050300,0.018100,0.530800,0.000000
349,0.049700,0.018200,0.530500,0.000100
350,0.048100,0.018200,0.530700,0.000000
351,0.048600,0.018200,0.534700,0.000100
352,0.048600,0.018100,0.525700,0.000000
353,0.048300,0.018200,0.530000,0.000000
354,0.071600,0.018200,0.530700,0.000100
355,0.054000,0.018200,0.525900,0.000000
356,0.059300,0.018200,0.533500,0.000100
357,0.048700,0.018100,0.527300,0.000000
358,0.048800,0.018200,0.529100,0.000000
359,0.048900,0.018000,0.522700,0.000100
360,0.047500,0.018300,0.528400,0.000100
361,0.049200,0.018300,0.528100,0.000100
362,0.047700,0.018300,0.528800,0.000100
363,0.047000,0.018200,0.527900,0.000000
364,0.063400,0.018400,0.527500,0.000100
365,0.047000,0.018200,0.538100,0.000000
366,0.047600,0.018300,0.534400,0.000000
367,0.047400,0.018300,0.538100,0.000100
368,0.046700,0.018200,0.543700,0.000000
369,0.048300,0.018200,0.536400,0.000000
370,0.047500,0.018300,0.537700,0.000000
371,0.046700,0.018200,0.537500,0.000000
372,0.047400,0.018300,0.542400,0.000000
373,0.048600,0.018200,0.538300,0.000000
374,0.069200,0.018200,0.538400,0.000100
375,0.047600,0.018200,0.537600,0.000000
376,0.047800,0.018300,0.537300,0.000100
377,0.046900,0.018100,0.532600,0.000000
378,0.046600,0.018300,0.538700,0.000100
379,0.047200,0.018400,0.538400,0.000000
380,0.051500,0.018200,0.541500,0.000100
381,0.050600,0.018400,0.541600,0.000000
382,0.049500,0.018200,0.541400,0.000000
383,0.053300,0.018200,0.535600,0.000000
384,0.057900,0.018200,0.543300,0.000100
385,0.048200,0.018300,0.539800,0.000000
386,0.047200,0.018300,0.541000,0.000000
387,0.048400,0.018300,0.537800,0.000000
388,0.047800,0.018200,0.537400,0.000000
389,0.051400,0.018200,0.536400,0.000000
390,0.055700,0.018600,0.557800,0.000000
391,0.069600,0.021400,0.847900,0.000000
392,0.088800,0.019400,0.534800,0.000000
393,0.058700,0.019400,0.546200,0.000000
394,0.064700,0.018400,0.538900,0.000000
395,0.053900,0.018200,0.534800,0.000100
396,0.056600,0.018200,0.535500,0.000000
397,0.063300,0.018300,0.536500,0.000000
398,0.052600,0.018200,0.534100,0.000100
399,0.053900,0.018200,0.537600,0.000100
400,0.053800,0.018200,0.537700,0.000000
401,0.055900,0.018200,0.540000,0.000000
402,0.087100,0.018200,0.543400,0.000000
403,0.057800,0.018200,0.535400,0.000000
404,0.064500,0.018200,0.549000,0.000100
405,0.064800,0.018200,0.533600,0.000000
406,0.053200,0.018200,0.529600,0.000000
407,0.054200,0.018400,0.540000,0.000000
408,0.053200,0.018400,0.544400,0.000000
409,0.055800,0.018400,0.538300,0.000000
410,0.056700,0.018400,0.546900,0.000000
411,0.060600,0.018400,0.542000,0.000100
412,0.055200,0.018400,0.547600,0.000100
413,0.055600,0.018400,0.542500,0.000000
414,0.079700,0.018400,0.550300,0.000000
415,0.068700,0.019700,0.543300,0.000100
416,0.057100,0.018300,0.546000,0.000000
417,0.054400,0.018500,0.545200,0.000000
418,0.056800,0.018300,0.539100,0.000000
419,0.053700,0.018600,0.546500,0.000000
420,0.055500,0.018400,0.545700,0.000000
421,0.053500,0.018500,0.541700,0.000100
422,0.054700,0.018500,0.543700,0.000000
423,0.095600,0.018600,0.549600,0.000100
424,0.087400,0.018500,0.542000,0.000000
425,0.055000,0.018500,0.545100,0.000000
426,0.054300,0.018500,0.548900,0.000100
427,0.052700,0.018600,0.546100,0.000000
428,0.053300,0.018500,0.545600,0.000100
429,0.053600,0.018400,0.546500,0.000000
430,0.053100,0.018400,0.552600,0.000000
431,0.088300,0.019700,0.551400,0.000000
432,0.110000,0.020300,0.548200,0.000000
433,0.099900,0.024800,0.570900,0.000000
434,0.068600,0.018600,0.545800,0.000000
435,0.055800,0.018500,0.541300,0.000000
436,0.055300,0.018400,0.545000,0.000000
437,0.058700,0.018400,0.546500,0.000100
438,0.055500,0.018300,0.541700,0.000000
439,0.053200,0.018400,0.538500,0.000000
440,0.052800,0.018200,0.548200,0.000000
441,0.055900,0.018200,0.540400,0.000000
442,0.055500,0.018300,0.554300,0.000000
443,0.052400,0.018300,0.537700,0.000000
444,0.079900,0.018200,0.705000,0.000000
445,0.086400,0.021800,0.943600,0.000100
446,0.104500,0.103700,0.787600,0.000100
447,0.067200,0.019000,0.582300,0.000000
448,0.072300,0.019400,0.544400,0.000000
449,0.057800,0.018400,0.675100,0.000000
450,0.084700,0.021400,0.542300,0.000000
451,0.060300,0.018400,0.625600,0.000000
452,0.060000,0.019100,0.558600,0.000000
453,0.058900,0.018600,0.733700,0.000000
454,0.230300,0.036500,0.585000,0.000000
455,0.062900,0.018800,0.537000,0.000100
456,0.056000,0.018500,0.537100,0.000000
457,0.054700,0.018500,0.536700,0.000000
458,0.052700,0.018500,0.551800,0.000000
459,0.053200,0.018500,0.537000,0.000000
460,0.053000,0.018400,0.531900,0.000000
461,0.052700,0.018400,0.528900,0.000000
462,0.050200,0.017700,0.527100,0.000100
463,0.051600,0.017700,0.520300,0.000000
464,0.082300,0.018200,0.530700,0.000000
465,0.051100,0.018300,0.520200,0.000000
466,0.050500,0.017900,0.517400,0.000000
467,0.048600,0.018100,0.535000,0.000100
468,0.050300,0.018200,0.525000,0.000100
469,0.049600,0.018300,0.527600,0.000000
470,0.047200,0.018200,0.526900,0.000000
471,0.048400,0.019000,0.531400,0.000000
472,0.047500,0.018100,0.541600,0.000000
473,0.047200,0.018200,0.529600,0.000000
474,0.063000,0.018200,0.525800,0.000000
475,0.047300,0.018200,0.530100,0.000100
476,0.047200,0.018900,0.525800,0.000000
477,0.050200,0.018200,0.526800,0.000000
478,0.049000,0.018200,0.531100,0.000000
479,0.047300,0.018100,0.534900,0.000000
480,0.051900,0.018300,0.522500,0.000100
481,0.051700,0.018100,0.537000,0.000100
482,0.051900,0.018000,0.536700,0.000000
483,0.049400,0.018100,0.543200,0.000100
484,0.068700,0.018300,0.543200,0.000000
485,0.050700,0.018200,0.540300,0.000000
486,0.052500,0.018300,0.541400,0.000000
487,0.053800,0.018300,0.546600,0.000000
488,0.053600,0.018300,0.539200,0.000000
489,0.053200,0.018400,0.548400,0.000000
490,0.052300,0.018400,0.544800,0.000000
491,0.052500,0.018400,0.546600,0.000100
492,0.054300,0.018400,0.540600,0.000000
493,0.050200,0.018300,0.536800,0.000000
494,0.067500,0.018300,0.539000,0.000000
495,0.051000,0.018200,0.545000,0.000000
496,0.050400,0.018300,0.536300,0.000100
497,0.049000,0.018300,0.549500,0.000000
498,0.048300,0.018200,0.550000,0.000000
499,0.051100,0.018400,0.537700,0.000100
500,0.058000,0.018400,0.542100,0.000000
501,0.055800,0.018500,0.546100,0.000000
502,0.053300,0.018500,0.539600,0.000100
503,0.066300,0.018400,0.537600,0.000000
504,0.063900,0.018400,0.541400,0.000000
505,0.051500,0.018300,0.542700,0.000100
506,0.053900,0.018200,0.538000,0.000100
507,0.051400,0.018300,0.540300,0.000100
508,0.051800,0.018200,0.542900,0.000100
509,0.051100,0.018300,0.538000,0.000000
510,0.058300,0.018200,0.545000,0.000000
511,0.084000,0.018300,0.537100,0.000000
512,0.055600,0.018300,0.543700,0.000000
513,0.052400,0.018300,0.544400,0.000000
514,0.061000,0.018300,0.545000,0.000000
515,0.051700,0.018200,0.539000,0.000000
516,0.049900,0.018300,0.543200,0.000000
517,0.057400,0.018400,0.543600,0.000000
518,0.049500,0.018400,0.542900,0.000000
519,0.049900,0.018400,0.543500,0.000100
520,0.049200,0.018500,0.551900,0.000000
521,0.050700,0.018400,0.544900,0.000100
522,0.059800,0.018400,0.544700,0.000100
523,0.053900,0.018400,0.550500,0.000100
524,0.067200,0.018400,0.547200,0.000000
525,0.060800,0.018400,0.538500,0.000000
526,0.052100,0.018300,0.541600,0.000000
527,0.051600,0.018300,0.544300,0.000000
528,0.051300,0.018300,0.537500,0.000000
529,0.050100,0.018300,0.545200,0.000000
530,0.050300,0.018400,0.539600,0.000000
531,0.050300,0.018300,0.542800,0.000100
532,0.051900,0.018300,0.538900,0.000000
533,0.054300,0.018300,0.544100,0.000000
534,0.103600,0.018300,0.544900,0.000000
535,0.057500,0.018300,0.538500,0.000000
536,0.050900,0.018200,0.543700,0.000000
537,0.051000,0.018200,0.539600,0.000000
538,0.051100,0.018400,0.543000,0.000100
539,0.050000,0.018200,0.536100,0.000000
540,0.050200,0.018200,0.533600,0.000000
541,0.049400,0.018200,0.540700,0.000000
542,0.050600,0.018300,0.542000,0.000000
543,0.049600,0.018200,0.535000,0.000000
544,0.064000,0.018300,0.544800,0.000100
545,0.051600,0.018300,0.538400,0.000000
546,0.054900,0.018300,0.539000,0.000000
547,0.051900,0.018300,0.544100,0.000000
548,0.050300,0.018300,0.543900,0.000000
549,0.051400,0.018400,0.542300,0.000100
550,0.048700,0.018300,0.535900,0.000000
551,0.048200,0.018300,0.537600,0.000000
552,0.053900,0.018200,0.537200,0.000100
553,0.048400,0.018300,0.536700,0.000100
554,0.057600,0.018200,0.530900,0.000000
555,0.048600,0.018200,0.534800,0.000100
556,0.051200,0.018200,0.533600,0.000100
557,0.053000,0.018200,0.547300,0.000000
558,0.057300,0.018400,0.534700,0.000100
559,0.052300,0.018200,0.543400,0.000000
560,0.050300,0.018200,0.534300,0.000000
561,0.058500,0.018200,0.538600,0.000000
562,0.049500,0.018100,0.536100,0.000000
563,0.049600,0.018200,0.534900,0.000000
564,0.060600,0.018300,0.546900,0.000100
565,0.050300,0.018400,0.544400,0.000000
566,0.049300,0.018300,0.535700,0.000000
567,0.050100,0.018300,0.538200,0.000000
568,0.049200,0.018200,0.545300,0.000100
569,0.055800,0.018200,0.542600,0.000000
570,0.048000,0.018100,0.538500,0.000000
571,0.047200,0.018400,0.536700,0.000000
572,0.046900,0.018300,0.534600,0.000000
573,0.047200,0.018200,0.536000,0.000000
574,0.055900,0.018900,0.537200,0.000100
575,0.046800,0.018100,0.535000,0.000000
576,0.046500,0.018200,0.535200,0.000000
577,0.046200,0.018300,0.536500,0.000000
578,0.047800,0.018300,0.538800,0.000000
579,0.054300,0.018300,0.533400,0.000000
580,0.047600,0.018200,0.529700,0.000100
581,0.049200,0.018200,0.537600,0.000100
582,0.048700,0.018100,0.537000,0.000000
583,0.049800,0.018000,0.528000,0.000000
584,0.069700,0.020300,0.537500,0.000000
585,0.051500,0.018100,0.531600,0.000100
586,0.050000,0.018000,0.529300,0.000000
587,0.048800,0.018100,0.536000,0.000000
588,0.049200,0.018300,0.537700,0.000000
589,0.049200,0.018200,0.536300,0.000000
590,0.059200,0.018200,0.540000,0.000000
591,0.071600,0.018100,0.537100,0.000000
592,0.055200,0.018200,0.539300,0.000000
593,0.056300,0.018300,0.536100,0.000000
594,0.061900,0.018300,0.541700,0.000000
595,0.051000,0.018300,0.537200,0.000000
596,0.051900,0.018200,0.542800,0.000000
597,0.051400,0.018300,0.539700,0.000000
598,0.059300,0.018400,0.538600,0.000100
599,0.050800,0.018300,0.536800,0.000000
600,0.051100,0.018200,0.537700,0.000000
601,0.057700,0.019300,0.586500,0.000000
602,0.060600,0.018600,0.535300,0.000100
603,0.052100,0.018100,0.534800,0.000100
604,0.062000,0.018200,0.534700,0.000000
605,0.050700,0.018200,0.536300,0.000000
606,0.053200,0.018300,0.537900,0.000000
607,0.051200,0.018200,0.537300,0.000000
608,0.051600,0.018100,0.542200,0.000000
609,0.051400,0.018200,0.531200,0.000000
610,0.060500,0.018200,0.540500,0.000000
611,0.050600,0.018100,0.536000,0.000100
612,0.052000,0.018100,0.532400,0.000000
613,0.056800,0.018100,0.541100,0.000000
614,0.062700,0.018200,0.535100,0.000000
615,0.051500,0.018900,0.530200,0.000100
616,0.050600,0.018200,0.535000,0.000100
617,0.050400,0.018200,0.539100,0.000000
618,0.049900,0.018200,0.533100,0.000100
619,0.049100,0.018100,0.534700,0.000000
620,0.056400,0.019800,0.541100,0.000000
621,0.048500,0.018300,0.535100,0.000000
622,0.047800,0.018300,0.533500,0.000000
623,0.048200,0.018200,0.534600,0.000100
624,0.057400,0.018100,0.537300,0.000000
625,0.048300,0.018200,0.533900,0.000000
626,0.047700,0.018200,0.539900,0.000000
627,0.046400,0.018300,0.525900,0.000000
628,0.051900,0.018000,0.527300,0.000000
629,0.047100,0.017900,0.536300,0.000000
630,0.048300,0.018000,0.529800,0.000000
631,0.047100,0.018100,0.532000,0.000100
632,0.046600,0.018100,0.533400,0.000000
