frame,image load Time,image convertion time,kernel calculation time,image display time 
633,0.046900,0.018000,0.528500,0.000100
634,0.054800,0.018000,0.533400,0.000000
635,0.048200,0.021000,0.533700,0.000000
636,0.049300,0.018200,0.539500,0.000000
637,0.054100,0.018200,0.533600,0.000000
638,0.048800,0.018100,0.525100,0.000000
639,0.055600,0.018000,0.530000,0.000000
640,0.049400,0.018200,0.536900,0.000000
641,0.048000,0.018100,0.529400,0.000000
642,0.048500,0.018000,0.530300,0.000000
643,0.048000,0.018100,0.532000,0.000000
644,0.057000,0.018100,0.533400,0.000000
645,0.051700,0.018400,0.537300,0.000000
646,0.047900,0.018400,0.537700,0.000000
647,0.069400,0.018400,0.535100,0.000000
648,0.052400,0.018200,0.537200,0.000100
649,0.050700,0.018200,0.543200,0.000000
650,0.049600,0.018300,0.533800,0.000000
651,0.049800,0.018200,0.538600,0.000000
652,0.048800,0.018300,0.537800,0.000100
653,0.047300,0.018200,0.533900,0.000100
654,0.088100,0.018100,0.533200,0.000100
655,0.046900,0.018000,0.533200,0.000000
656,0.047400,0.018200,0.536700,0.000000
657,0.047300,0.018200,0.541700,0.000000
658,0.047400,0.018000,0.586600,0.000000
659,0.049200,0.018300,0.533100,0.000000
660,0.054100,0.018200,0.532200,0.000000
661,0.052500,0.018200,0.539300,0.000000
662,0.056900,0.018600,0.528700,0.000100
663,0.055600,0.018200,0.532700,0.000000
664,0.062300,0.018000,0.527000,0.000000
665,0.050900,0.018000,0.527400,0.000000
666,0.051100,0.017900,0.526300,0.000000
667,0.049100,0.017900,0.529000,0.000000
668,0.050100,0.019500,0.528600,0.000000
669,0.048800,0.018100,0.523500,0.000000
670,0.065600,0.018100,0.522500,0.000000
671,0.058200,0.018100,0.527600,0.000100
672,0.054800,0.018100,0.527500,0.000000
673,0.051200,0.018100,0.522800,0.000000
674,0.081100,0.018200,0.531700,0.000100
675,0.050300,0.018100,0.521900,0.000000
676,0.049600,0.018000,0.520200,0.000000
677,0.049000,0.017900,0.524000,0.000000
678,0.048800,0.018700,0.525100,0.000100
679,0.048900,0.018000,0.523400,0.000000
680,0.048200,0.018100,0.521400,0.000000
681,0.047700,0.017900,0.525300,0.000000
682,0.047000,0.018100,0.526400,0.000000
683,0.047600,0.018000,0.523100,0.000000
684,0.055700,0.018200,0.527700,0.000000
685,0.047100,0.018100,0.520400,0.000000
686,0.046500,0.017900,0.518100,0.000000
687,0.045900,0.017900,0.516800,0.000000
688,0.046500,0.018000,0.532200,0.000000
689,0.049600,0.018100,0.524700,0.000000
690,0.049100,0.018100,0.521600,0.000100
691,0.047200,0.017900,0.524300,0.000000
692,0.046700,0.018000,0.519300,0.000000
693,0.048500,0.018000,0.530400,0.000000
694,0.126900,0.018200,0.525600,0.000000
695,0.054500,0.018200,0.524800,0.000000
696,0.051400,0.018200,0.530900,0.000100
697,0.047400,0.018200,0.525500,0.000000
698,0.049100,0.018200,0.525600,0.000000
699,0.050100,0.018100,0.528200,0.000000
700,0.049600,0.018100,0.522300,0.000000
701,0.049100,0.018100,0.522800,0.000000
702,0.049600,0.018200,0.524000,0.000000
703,0.049400,0.018400,0.535200,0.000000
704,0.058300,0.018300,0.535600,0.000100
705,0.049200,0.018300,0.524700,0.000000
706,0.049900,0.018300,0.527000,0.000000
707,0.050300,0.018300,0.524900,0.000000
708,0.050100,0.018300,0.527900,0.000100
709,0.050000,0.018100,0.525400,0.000000
710,0.050100,0.018200,0.525000,0.000000
711,0.049900,0.019400,0.541400,0.000000
712,0.062400,0.018400,0.524900,0.000100
713,0.048700,0.018100,0.525500,0.000000
714,0.057100,0.018100,0.526900,0.000000
715,0.057300,0.018300,0.530800,0.000000
716,0.048600,0.018000,0.523000,0.000100
717,0.050300,0.018000,0.524800,0.000100
718,0.053500,0.018200,0.534100,0.000000
719,0.051300,0.018200,0.525400,0.000000
720,0.050500,0.018200,0.525300,0.000000
721,0.049600,0.018200,0.536100,0.000000
722,0.049800,0.018200,0.534800,0.000000
723,0.050200,0.018300,0.538200,0.000100
724,0.069500,0.018200,0.532300,0.000100
725,0.048600,0.018200,0.529700,0.000000
726,0.047900,0.018200,0.534100,0.000100
727,0.048600,0.018100,0.538800,0.000100
728,0.049200,0.018100,0.530100,0.000100
729,0.071800,0.018100,0.539200,0.000000
730,0.052200,0.018100,0.539100,0.000000
731,0.050200,0.018200,0.529600,0.000000
732,0.049300,0.018200,0.532000,0.000000
733,0.048000,0.018200,0.541000,0.000100
734,0.064500,0.018200,0.530200,0.000000
735,0.048000,0.018200,0.534000,0.000100
736,0.047500,0.018100,0.535300,0.000100
737,0.046600,0.018200,0.524800,0.000000
738,0.047500,0.018000,0.532700,0.000000
739,0.047100,0.018200,0.543700,0.000100
740,0.051600,0.018300,0.719300,0.000000
741,0.055600,0.018900,0.536200,0.000000
742,0.052700,0.018200,0.541300,0.000100
743,0.050500,0.018100,0.533200,0.000100
744,0.059800,0.018100,0.537500,0.000000
745,0.047900,0.018100,0.541600,0.000000
746,0.049800,0.018500,0.538300,0.000000
747,0.049600,0.018400,0.547600,0.000000
748,0.048600,0.018500,0.545200,0.000000
749,0.048800,0.018400,0.536900,0.000000
750,0.048500,0.018400,0.541800,0.000100
751,0.049000,0.018800,0.535300,0.000000
752,0.059100,0.018400,0.541700,0.000100
753,0.053800,0.018500,0.543200,0.000000
754,0.074600,0.018100,0.535500,0.000000
755,0.049600,0.018100,0.527900,0.000000
756,0.048800,0.018200,0.529900,0.000000
757,0.047300,0.018000,0.520100,0.000000
758,0.047600,0.017900,0.524700,0.000000
759,0.047300,0.017900,0.525000,0.000000
760,0.047900,0.017900,0.528400,0.000000
761,0.049400,0.018100,0.522900,0.000000
762,0.047800,0.018000,0.521900,0.000100
763,0.046700,0.018100,0.527500,0.000000
764,0.057300,0.018300,0.531500,0.000100
765,0.047500,0.018300,0.530900,0.000000
766,0.047900,0.017900,0.529100,0.000000
767,0.048600,0.018000,0.524900,0.000000
768,0.047400,0.018000,0.523500,0.000000
769,0.045800,0.018100,0.525100,0.000000
770,0.047300,0.018300,0.532100,0.000000
771,0.046400,0.018000,0.524500,0.000000
772,0.046800,0.018200,0.531800,0.000000
773,0.046800,0.018100,0.523700,0.000000
774,0.063400,0.018100,0.523100,0.000000
775,0.048200,0.018000,0.527900,0.000000
776,0.056100,0.018300,0.527600,0.000000
777,0.050100,0.018000,0.524800,0.000100
778,0.048300,0.018200,0.523800,0.000000
779,0.048300,0.018100,0.522800,0.000000
780,0.048200,0.018000,0.522200,0.000000
781,0.047700,0.018000,0.522700,0.000000
782,0.047500,0.018000,0.522900,0.000000
783,0.046800,0.017900,0.521500,0.000000
784,0.057100,0.018000,0.531600,0.000000
785,0.047500,0.018000,0.519500,0.000000
786,0.047000,0.018000,0.520400,0.000000
787,0.070700,0.018000,0.524100,0.000000
788,0.053400,0.018100,0.522000,0.000000
789,0.050600,0.018000,0.521800,0.000000
790,0.052000,0.018100,0.526300,0.000100
791,0.051100,0.018000,0.520300,0.000000
792,0.049800,0.018100,0.525700,0.000000
793,0.051300,0.019100,0.532900,0.000100
794,0.076600,0.018500,0.525700,0.000100
795,0.050800,0.018100,0.528000,0.000100
796,0.051000,0.018100,0.527200,0.000000
797,0.051100,0.018100,0.525000,0.000000
798,0.051200,0.018300,0.526000,0.000000
799,0.050500,0.018100,0.523400,0.000000
800,0.050300,0.018100,0.523200,0.000000
801,0.050400,0.018100,0.524300,0.000000
802,0.049900,0.018100,0.523500,0.000000
803,0.048900,0.018100,0.525300,0.000100
804,0.067700,0.018300,0.526400,0.000000
805,0.048800,0.018200,0.525900,0.000000
806,0.049200,0.018200,0.526200,0.000000
807,0.049600,0.018300,0.530900,0.000100
808,0.049400,0.018100,0.533600,0.000100
809,0.084300,0.018400,0.533000,0.000000
810,0.054200,0.018500,0.536100,0.000000
811,0.060100,0.018500,0.540500,0.000000
812,0.050000,0.018300,0.537300,0.000000
813,0.051000,0.018200,0.542200,0.000000
814,0.060000,0.018300,0.538600,0.000000
815,0.049000,0.018400,0.534700,0.000000
816,0.049500,0.018300,0.545000,0.000000
817,0.049600,0.018200,0.553900,0.000000
818,0.054900,0.018300,0.535900,0.000000
819,0.058100,0.018400,0.538400,0.000000
820,0.052200,0.018300,0.537900,0.000000
821,0.063300,0.018300,0.536500,0.000000
822,0.052500,0.018200,0.539400,0.000000
823,0.053900,0.018200,0.543600,0.000000
824,0.061100,0.018400,0.536800,0.000000
825,0.052200,0.018200,0.536100,0.000000
826,0.058400,0.018900,0.540000,0.000100
827,0.049300,0.018200,0.538500,0.000000
828,0.049400,0.018200,0.539800,0.000000
829,0.048900,0.018100,0.541700,0.000100
830,0.048700,0.018100,0.534000,0.000000
831,0.051500,0.018200,0.534700,0.000100
832,0.055100,0.018300,0.541100,0.000000
833,0.054400,0.018200,0.537800,0.000000
834,0.068200,0.018300,0.543200,0.000100
835,0.049900,0.018200,0.573900,0.000000
836,0.050400,0.018200,0.537400,0.000000
837,0.048600,0.018200,0.540200,0.000000
838,0.047300,0.018100,0.535400,0.000000
839,0.048000,0.018200,0.533000,0.000000
840,0.049600,0.018100,0.533500,0.000000
841,0.046700,0.018200,0.540800,0.000100
842,0.047300,0.018200,0.533400,0.000000
843,0.047500,0.018100,0.532300,0.000000
844,0.061900,0.018300,0.638400,0.000000
845,0.052800,0.018800,0.533000,0.000000
846,0.049700,0.018100,0.532800,0.000000
847,0.047600,0.018200,0.530400,0.000000
848,0.047600,0.018100,0.532400,0.000000
849,0.047400,0.018100,0.540300,0.000000
850,0.046900,0.018100,0.530700,0.000100
851,0.046900,0.018000,0.533700,0.000000
852,0.047000,0.018100,0.541700,0.000000
853,0.053400,0.018200,0.532900,0.000000
854,0.057500,0.018200,0.534500,0.000000
855,0.049600,0.018200,0.535600,0.000000
856,0.058000,0.018100,0.542900,0.000100
857,0.048800,0.018100,0.545700,0.000000
858,0.048600,0.018200,0.536600,0.000100
859,0.048900,0.018200,0.532500,0.000000
860,0.047600,0.018200,0.536100,0.000000
861,0.056100,0.018200,0.532400,0.000000
862,0.047900,0.018000,0.541500,0.000000
863,0.047700,0.018200,0.532600,0.000000
864,0.056600,0.018100,0.537600,0.000100
865,0.048200,0.018200,0.530300,0.000100
866,0.071400,0.018000,0.538100,0.000100
867,0.051300,0.018000,0.539600,0.000000
868,0.055100,0.018400,0.531100,0.000000
869,0.050100,0.018100,0.538100,0.000000
870,0.048000,0.018400,0.539300,0.000000
871,0.050600,0.018200,0.542700,0.000000
872,0.052000,0.018300,0.542400,0.000000
873,0.051400,0.018400,0.536600,0.000100
874,0.061400,0.018400,0.542000,0.000000
875,0.055600,0.018200,0.537600,0.000000
876,0.049600,0.018300,0.532800,0.000000
877,0.052100,0.018100,0.756700,0.000100
878,0.072400,0.019900,0.578000,0.000100
879,0.071500,0.018500,0.539200,0.000100
880,0.062200,0.018700,0.535200,0.000100
881,0.053900,0.018300,0.542700,0.000100
882,0.055700,0.018700,0.543300,0.000000
883,0.107200,0.026100,0.951600,0.000000
884,0.085700,0.018300,0.534600,0.000000
885,0.053800,0.018400,0.539000,0.000100
886,0.052200,0.018200,0.536400,0.000000
887,0.055300,0.018200,0.541300,0.000100
888,0.102400,0.018300,0.533600,0.000000
889,0.057400,0.018200,0.535100,0.000000
890,0.054800,0.018100,0.550900,0.000000
891,0.053600,0.018200,0.538400,0.000000
892,0.052200,0.018200,0.540600,0.000000
893,0.051800,0.018200,0.537700,0.000000
894,0.072800,0.018300,0.537500,0.000000
895,0.051200,0.018100,0.550000,0.000000
896,0.053800,0.018200,0.541700,0.000000
897,0.052800,0.018300,0.533500,0.000100
898,0.051900,0.018300,0.533800,0.000100
899,0.049200,0.018300,0.537500,0.000000
900,0.049300,0.018300,0.537800,0.000000
901,0.050300,0.018200,0.539700,0.000000
902,0.048300,0.018200,0.531300,0.000000
903,0.048600,0.018200,0.539600,0.000100
904,0.062800,0.018100,0.539100,0.000000
905,0.047700,0.018100,0.533900,0.000000
906,0.047600,0.018200,0.539800,0.000000
907,0.046200,0.018200,0.533800,0.000000
908,0.047400,0.018300,0.531600,0.000000
909,0.047200,0.018300,0.539900,0.000000
910,0.050100,0.018200,0.535600,0.000000
911,0.047000,0.018200,0.533800,0.000100
912,0.046800,0.018000,0.532200,0.000000
913,0.047800,0.018100,0.531900,0.000100
914,0.061700,0.018000,0.530200,0.000100
915,0.049000,0.018300,0.539100,0.000000
916,0.046500,0.018200,0.535800,0.000100
917,0.047000,0.018300,0.533800,0.000000
918,0.046400,0.018200,0.539400,0.000000
919,0.046800,0.018200,0.534900,0.000000
920,0.048500,0.018200,0.536600,0.000000
921,0.046800,0.018200,0.575700,0.000000
922,0.077600,0.019000,0.536200,0.000000
923,0.059000,0.018200,0.534100,0.000000
924,0.061800,0.018400,0.541200,0.000000
925,0.047000,0.018200,0.543300,0.000000
926,0.047900,0.018200,0.538300,0.000100
927,0.048800,0.018200,0.537200,0.000000
928,0.046700,0.018100,0.527300,0.000000
929,0.048100,0.018100,0.540900,0.000000
930,0.054700,0.018200,0.531700,0.000000
931,0.047400,0.018100,0.535500,0.000000
932,0.049000,0.018100,0.532900,0.000100
933,0.047800,0.018100,0.532200,0.000000
934,0.057900,0.018100,0.537300,0.000000
935,0.073900,0.019000,0.533500,0.000000
936,0.050900,0.018000,0.535500,0.000100
937,0.055300,0.018200,0.531700,0.000000
938,0.049400,0.018100,0.540200,0.000000
939,0.048200,0.018200,0.546600,0.000000
940,0.047800,0.018100,0.531200,0.000000
941,0.047300,0.018100,0.539300,0.000000
942,0.046500,0.018100,0.533600,0.000000
943,0.047800,0.018100,0.535800,0.000000
944,0.062400,0.018100,0.534400,0.000000
945,0.062700,0.018200,0.529700,0.000000
946,0.052600,0.018000,0.531300,0.000000
947,0.053000,0.018200,0.542500,0.000000
948,0.055900,0.018200,0.533700,0.000100
949,0.051200,0.017900,0.533500,0.000000
950,0.048300,0.018000,0.532300,0.000100
951,0.047800,0.018100,0.534000,0.000000
952,0.047800,0.018000,0.526400,0.000100
953,0.047600,0.017800,0.530000,0.000100
954,0.063800,0.018100,0.532000,0.000000
955,0.048400,0.018200,0.534200,0.000100
956,0.048800,0.018000,0.528600,0.000000
957,0.049400,0.017900,0.530500,0.000000
958,0.064100,0.018500,0.529700,0.000000
959,0.051900,0.018000,0.531400,0.000000
960,0.050200,0.018100,0.537000,0.000000
961,0.050200,0.018100,0.535500,0.000100
962,0.047700,0.018000,0.531200,0.000000
963,0.054300,0.018000,0.528300,0.000000
964,0.056800,0.018100,0.536800,0.000100
965,0.048200,0.018000,0.530300,0.000000
966,0.048500,0.017900,0.528400,0.000100
967,0.050500,0.018000,0.534800,0.000000
968,0.049300,0.018000,0.538400,0.000000
969,0.056100,0.018200,0.531700,0.000000
970,0.061200,0.018200,0.541700,0.000000
971,0.050200,0.018000,0.535400,0.000000
972,0.049300,0.018100,0.531200,0.000000
973,0.048100,0.018100,0.533700,0.000000
974,0.058200,0.018100,0.551900,0.000000
975,0.051900,0.018300,0.536900,0.000100
976,0.049600,0.017900,0.543600,0.000100
977,0.056300,0.017900,0.530200,0.000100
978,0.049700,0.017900,0.531900,0.000000
979,0.047900,0.018000,0.530300,0.000100
980,0.048400,0.018000,0.531400,0.000000
981,0.049000,0.018000,0.532800,0.000000
982,0.048000,0.018000,0.536800,0.000000
983,0.047200,0.018000,0.536000,0.000000
984,0.062300,0.018000,0.540900,0.000000
985,0.048000,0.018100,0.531300,0.000000
986,0.048100,0.019000,0.528700,0.000000
987,0.046800,0.018100,0.569900,0.000000
988,0.046900,0.018100,0.536400,0.000000
989,0.046400,0.018100,0.532400,0.000000
990,0.047200,0.018100,0.534000,0.000100
991,0.046800,0.018100,0.535300,0.000100
992,0.046400,0.018100,0.536100,0.000000
993,0.048400,0.018000,0.532500,0.000000
994,0.092500,0.018200,0.533900,0.000000
995,0.049500,0.018100,0.532700,0.000000
996,0.049000,0.018100,0.535100,0.000000
997,0.047300,0.018000,0.529700,0.000000
998,0.047700,0.018000,0.529100,0.000000
999,0.047400,0.018000,0.535700,0.000100
1000,0.048600,0.018000,0.532200,0.000000
1001,0.064100,0.018200,0.532500,0.000000
1002,0.066000,0.018100,0.540400,0.000100
1003,0.068200,0.018400,0.538900,0.000000
1004,0.064600,0.018300,0.538000,0.000000
1005,0.051700,0.018300,0.547800,0.000100
1006,0.051200,0.018400,0.538600,0.000000
1007,0.052000,0.018400,0.538800,0.000000
1008,0.050300,0.018200,0.544500,0.000100
1009,0.051800,0.019000,0.539600,0.000100
1010,0.051400,0.018400,0.542200,0.000000
1011,0.050500,0.018300,0.538600,0.000000
1012,0.050900,0.018200,0.545400,0.000000
1013,0.054100,0.018300,0.542200,0.000000
1014,0.078400,0.019700,0.536200,0.000100
1015,0.055200,0.018300,0.534200,0.000000
1016,0.051100,0.018200,0.537300,0.000100
1017,0.051600,0.018300,0.544100,0.000100
1018,0.051200,0.018500,0.535800,0.000000
1019,0.049800,0.018500,0.541600,0.000000
1020,0.049700,0.018300,0.538500,0.000000
1021,0.048900,0.018300,0.538400,0.000000
1022,0.051400,0.018300,0.531200,0.000000
1023,0.049800,0.018300,0.531700,0.000000
1024,0.071900,0.018300,0.531800,0.000000
1025,0.058200,0.018000,0.523100,0.000000
1026,0.054000,0.018300,0.530600,0.000000
1027,0.050300,0.018300,0.535500,0.000000
1028,0.054600,0.018300,0.533300,0.000100
1029,0.051500,0.018200,0.528500,0.000000
1030,0.049900,0.018200,0.527600,0.000100
1031,0.049600,0.017900,0.526200,0.000000
1032,0.049500,0.018000,0.524100,0.000000
1033,0.048800,0.018200,0.527100,0.000000
1034,0.058600,0.018300,0.531100,0.000000
1035,0.048400,0.018200,0.530300,0.000000
1036,0.047100,0.018100,0.526300,0.000000
1037,0.045500,0.017900,0.526000,0.000100
1038,0.046300,0.018000,0.529400,0.000000
1039,0.045600,0.018000,0.522300,0.000000
1040,0.044800,0.017800,0.516600,0.000000
1041,0.045300,0.017900,0.516100,0.000100
1042,0.043900,0.017800,0.516300,0.000000
1043,0.044800,0.017800,0.515900,0.000000
1044,0.045400,0.017900,0.516900,0.000100
1045,0.043400,0.017800,0.515100,0.000000
1046,0.043800,0.017800,0.514000,0.000000
1047,0.043900,0.017700,0.514600,0.000000
1048,0.048700,0.017900,0.517500,0.000100
1049,0.052100,0.018400,0.525800,0.000000
